id|org|type|comment
174|amazon|cons|A lot of politics, hard to grow
175|amazon|pros|The benefits and the pay rate is great
175|amazon|cons|The physical labor is hard on the back
176|amazon|pros|Benefits are really great
176|amazon|cons|"Communication between the customer service site and the ""heads of the business"" in Seattle could be better"
177|amazon|pros|Innovation and new Ideas are abundant. Expanding into new markets at a fast pace. They are one of the top cloud network providers in the industry.
177|amazon|cons|Poor leadership from middle management, no consistency between them. Work schedules are not good for families. They knee jerk react when something goes wrong in any location and implement restrictions on employee's instead of being proactive from the management and communicate to employee's. They preach taking ownership in the work place, but have it set as an impossible place for an employee to share ideas. No accou??Show More
178|amazon|pros|Good Pay and Benefits after being with company for required time.
178|amazon|cons|All employees are not held to the same standards. A lot of favoritism at every level. Stated Company standards not applied.
179|amazon|pros|Great medical
179|amazon|cons|Short breaks
180|amazon|pros|Great pay. Steady work. Overtime.
180|amazon|cons|Stand 10+ hours, seasonal, wanted more hours. Could work only 50 or 60 hours in a week.
181|amazon|pros|Awesome work . scope to learn many new things
181|amazon|cons|result oriented , does not matter how hard you try
182|amazon|pros|Easy hire process/decent pay
182|amazon|cons|Work laborious/10 hr shift
183|amazon|pros|Your job will be stable if you can put up with the BS.
183|amazon|cons|Be ready to take on the shortcomings of a multi billion dollar company.
184|amazon|pros|Great brand to have on the resume. The company is doing some very interesting projects. Opportunities to transfer across division is a great benefit.
184|amazon|cons|"The company has a ""unique culture"". Many managers and co-workers have a honeybadger mentality. This brews a lot of CYA and claiming of credit for whatever you can so that you could be safe come OLR time. There is a lot of lip service to work-life balance and collaboration. Reality is that it is just lip service."
185|amazon|pros|Good atmosphere and diverse workforce at the entry level
185|amazon|cons|Long hours, a constant emphasis on performing tasks more quickly and more efficiently. A general impression of being a cog in a giant machine that management would replace with an actual machine if possible.
186|amazon|pros|Smart people, room to grow professionally
186|amazon|cons|Fast-paced, competitive environment, teams often worked in silos
187|amazon|pros|They give everyone a chance. They don't discriminate based on age, race or gender. Lots of opportunity get overtime especially during the holidays. Lots of Unpaid time off
187|amazon|cons|Very Little Work Life Balance
188|amazon|pros|Transfer opportunities all over the country and the world, medical, dental, vision and life insurance, 401k match.
188|amazon|cons|Competitive, stressful environment. If you are a pessimist, tend to distrust people, or don't really like looking at the big picture, you will have a rough time (and you will give others a rought time). Don't apply if you're not extremely resilient.
189|amazon|pros|Good pay, flexible hours, an environment with a lot of really smart people that you will learn a lot
189|amazon|cons|On call rotation sucks. Be prepared to have no life outside of work whenever it is your turn to be on call
190|amazon|pros|Good Money
190|amazon|cons|boring phone calls that last long
191|amazon|pros|Fun job, lots of neat things to look at, nice pay.
191|amazon|cons|The job is utterly, mind numbingly boring.
192|amazon|pros|Fun and easy rewarding job
192|amazon|cons|Lots of overtime at peak and bad parking at peak
193|amazon|pros|It's amazing to be part of such an innovative company. We are constantly pushing boundaries of what is possible and accelerating delivery to the customer.
193|amazon|cons|While there is ample opportunity to grow with the company, internal promotions are not valued over externals, even with vast experience.
194|amazon|pros|It's a wonderful job great pay all over fun working inviorment.
194|amazon|cons|It's seasonal so it's not very long.
195|amazon|pros|Great Benefits. Diverse Workforce. Self Guided
195|amazon|cons|Inconsistent management of departments and individuals.
196|amazon|pros|Fun environment and great people to work with
196|amazon|cons|Pay cut after peak season and bad parking
197|amazon|pros|Challenging work.
197|amazon|cons|Burnout is real
198|amazon|pros|Depending on which team your one, you could work like crazy or work a few hours a day.
198|amazon|cons|If your not in seattle, you get 0 benefits. Even when your in seattle is pretty lame on what they give back for employees.
199|amazon|pros|The reserves position is awesome because you create your own shift.
199|amazon|cons|The main issue now is that they have hired so many people that there are not too many hours available,
200|amazon|pros|You get paid enough and the work isn't difficult.
200|amazon|cons|It's difficult to work with some people and to work with some shifts that aren't yours, without playing the blaming game.
201|amazon|pros|Learning something new everyday. Friendly staff. Good pay. Parties and prizes. Good experience. You learn how to manage time more efficiently.
201|amazon|cons|Short breaks. At least as a part time worker.
202|amazon|pros|The only thing about working for amazon is that it looks good on resume
202|amazon|cons|HORRIBLE OLR
203|amazon|pros|You will be working with very talented and smart people. People are not afraid to throw out all of their ideas, which makes design meetings and teamwork fun and challenging.
203|amazon|cons|There is terrible work/life balance at this company. You are expected to put in long hours to stay on top of the curve. Less cool employee perks than other large tech companies. Pay is lower than other large tech companies.
204|amazon|pros|Leading edge, always something new, challenges are always right around the corner, never a dull moment. Anytime feedback is good when used the correct way.
204|amazon|cons|Work life balance, pressure to be the best creates a very competitive environment as well as tearing down those around you in an attempt to look better than your peers.
205|amazon|pros|Short process, took no longer than 3 days to get the job. Hiring event was pretty quick also, nothing major
205|amazon|cons|No cons at all. Great place
206|amazon|pros|Got fired hr did nothing to fight for my rights
206|amazon|cons|Got fired HR did nothing to fight for my rights- Lots of discrimination
207|amazon|pros|Good pay, good benefits, good people
207|amazon|cons|boring job, long hours, supervisors pick favorites
208|amazon|pros|Great opportunities for go getters who are willing to put in a lot of energy. Can learn good practices, which will be useful beyond. Good for young folks.
208|amazon|cons|"You have to be a go getter. Don't expect much structure, or you might struggle. You may miss out on some industry standard terminology in certain roles. There's an ""Amazon way""."
209|amazon|pros|The project asked to do is not hard. Our mentor is actually very nice.
209|amazon|cons|Amenities are old. Overall atmosphere is little bit stressed.
210|amazon|pros|Great opportunities with a big company
210|amazon|cons|Pay is low and lots of walking
211|amazon|pros|amazon is a good company to move forward.
211|amazon|cons|not enough experience, very young company.
212|amazon|pros|Flexible working environment, new technology
212|amazon|cons|Bad work life balance. Bad management
213|amazon|pros|High energy, fast-paced environment. Motivated and driven leadership. Streamlined fulfillment strategy.
213|amazon|cons|Resources in certain departments could be allocated more efficiently
214|amazon|pros|was given opportunity to invent and make changes
214|amazon|cons|back stabbers and glory seekers will surround you, local management needs more technical background
215|amazon|pros|The base salary is good compared to other companies. life in Seattle is comfortable.
215|amazon|cons|There may be many on-calls in some group, work pressure is high
216|amazon|pros|*Awesome people to work it and learn from
216|amazon|cons|*Depending on your manager, might work long hours
217|amazon|pros|benefits, starting pay, philosophy, 4-day workweek, education benefit if you're able to use it.
217|amazon|cons|not every implementation of the grand plan can be perfect. not every opening will be filled the way you hope. the energy necessary to perform non-stop for 10-hour work days makes other activities nearly impossible. part-time not available at every location
218|amazon|pros|Amazon has unique culture and startup mind no matter how company gets bigger. They encourage you to be different, disagree to someone, invent tools and be frugal. Regarding to my team, we have enough freedom, no micromanagement, no politics. Managers are nice and smart, they help us a lot. Company is growing so fast, and you will have many opportunities. It will be very exciting working in this company, especially in??Show More
218|amazon|cons|Competitive, too many people trying to become a manager. Too high bar to get promoted.
219|amazon|pros|Amazon is one of the most fast paced work environments I've ever witnessed. Combined with the encouragement of innovation and owning your work you can choose to success or fail. If you are successful you are also well rewarded.
219|amazon|cons|"The company insists on their employees manage their work/life balance but while they encourage employees on one hand, in order to succeed in your position, you need to remove ""life"" from that equation. Also, the NY Times article was correct in many areas, especially back-stabbing. While the company doesn't promote that type of activity, they certainly don't correct employees who engage in this behavior."
220|amazon|pros|Smart people, customer-centric approach, brand recognition and prestige
220|amazon|cons|People management and employee retention is low priority
221|amazon|pros|Always innovating and striving to be better, this is a high functioning company with high demands. It will always push you to improve. Good compensation especially when the stock is appreciating.
221|amazon|cons|Difficult to keep a work life balance and not for everyone. If you cannot stay at a high pace and high expectations, it is not a good place for you.
222|amazon|pros|good pay an time flies bye fast an it not hard work at all
222|amazon|cons|when things get backed up
223|amazon|pros|I work as a software development manager for Amazon at Seattle. What I like most about working at Amazon is the ability to make large scale impact on the way the world buys stuff. And I get to do that of my own accord. Autonomy, independent thinking and ownership are encouraged here better than any other place that I know of. Amazon is a great place for builders and if you enjoy building things (robots at home, softw??Show More
223|amazon|cons|The speed at which Amazon is growing resonates across the company.
224|amazon|pros|Lot of challenging problems to deal with. Mature infrastructure lets you focus on core problems rather than how o build and deploy
224|amazon|cons|Software Development Engineer bar has gone down slightly over he years as the company tries to add hundreds per month.
225|amazon|pros|Amazon is a great company. They are very good with benefits and stock bonuses.
225|amazon|cons|Not as giving as some other tech companies.
226|amazon|pros|Very challenging; expect to learn a lot in a short amount of time. Fast paced. Never a dull moment.
226|amazon|cons|Everything mentioned in the August 2015 New York Times article was spot on accurate. If someone in management doesn't like you, they harass and bully you to force you out. If you file a grievance with HR, expect nothing. It is truly a horrific place to work.
227|amazon|pros|The people I love doing at I was doing its a lot of fun
227|amazon|cons|I had to work 7 days 60 hrs a week
228|amazon|pros|Great Pay & lots of overtime available. You WILL stay busy.
228|amazon|cons|FIRST OFF, Amazon will lie to your face and make you feel like part of their company. The first hint of how awful this company is that they make you sign a waiver so that you cannot sue them on your first day! BUT, the moment you hurt yourself (which WILL happen working in the environments they expect you to work in) you will see the managements true colors. You are nothing but a number to them, and if you don't bust??Show More
229|amazon|pros|matching 401k
229|amazon|cons|All about throughput. So you better make rate!
230|amazon|pros|decent hours, OK pay, opportunity for advancement, state of the art technologythat can be used to make work much more streamlined and convenient
230|amazon|cons|working conditions, not much leniency with variable shift hours, lack of team leads and managers on the warehouse floor during shifts
231|amazon|pros|Your surrounded by great interesting people and the culture that is fostered and cultivated at Amazon is wonderful.
231|amazon|cons|If working in Customer Service be aware that you'll get every type of customer imaginable.
232|amazon|pros|Had a great time. My internship was incredible. I worked on tough problems and learned a lot of new technologies over 3 months.
232|amazon|cons|Things tend to feel slow some days, but it's really up to you to find new challenges. The culture can be pretty stressful sometimes, but never as bad as being a college student!
233|amazon|pros|Always something new to learn.
233|amazon|cons|Hours become long during peak and when leadership staffing is not appropriate for the department.
234|amazon|pros|Lots of responsibility early on, really smart people, dynamic business setting-constantly learning and evolving as a leader.
234|amazon|cons|Steep learning curve with limited support in the beginning. Company's working to improve training resources.
235|amazon|pros|Benefits (Medical, Dental, Vision, 401K, Stock), PTO (Paid time off), VTO/VTO(Vacation Time off & Voluntary Time off) UPT (Unpaid time off). When working here pregnant, it's a breeze until it's time leave 4 weeks before your delivery date. You get paid to sit down and chill (if your an advent reader, it's a good time to use work as your own personal library) Only good for if your desperate in getting a job.
235|amazon|cons|Communication is Amazon's biggest problem. With everything. No matter what department your in or which department your dealing with. None of the mangers know how to communicate with one another or to their employees. If your pregnant, HR will give you a run of the mill of forcing you into the hands of LOA by saying the have no work (even though it's half-true, they rather not pay you) and if you haven't been employed??Show More
236|amazon|pros|Great place, always work to be done. Good co-workers. Benefits are good compared to other places, and pay I assume is better than the surrounding businesses in the area.
236|amazon|cons|"Favoritism in management. If you are not in their ""favorite"" group it makes it kinda hard to move up and from what i've seen people get leadership roles and the position gets to their head quick."
237|amazon|pros|Amazon is a fast paced work environment with catchy company cheers and an opportunity for you to be the yell leader you can't help but get fired up about being part of the winning team...
237|amazon|cons|The training which is done among ambassadors is not uniform nor is it to the standards of the floor supervisors who will be supervising you. So be warned you will be critiqued you will be written up be sure you stay at the front of the group so you receive your instruction loud and clear! It is better to have incorrect technique than to be clueless altogether about your job.
238|amazon|pros|Benefits and incentives are amazing at Amazon.
238|amazon|cons|Strenuous Work! It like a wet shop and the management is horrible.
239|amazon|pros|I really liked it it was a easy working environment
239|amazon|cons|Didn't have any down sides
240|amazon|pros|The pay there is good and they give good hours
240|amazon|cons|To many people for them to keep track of
241|amazon|pros|Best benefits I have had working for any company. Amazon will not let you work more then 60 hr in a week they believe in a healthy home life.
241|amazon|cons|The differential between regular associate to process guides (floor supervisors) was at the time .25 cents. On your feet possibly standing in one spot for hours. The pay could be better.
242|amazon|pros|its asteady work, fun environment
242|amazon|cons|they need to pay more money
243|amazon|pros|very nice people, paid weekly.
243|amazon|cons|Weak HR most of the working time no one at office .
244|amazon|pros|Amazon is stoked with bright people, a reasonably fast pace, ever growing and expanding business, and a vibrant startup culture. Over the years, a lot of rough edges have been smoothed, and if you're on the right team (there are many great teams), it is a great career experience. The fact that Amazon obsesses over customers tends to filter out the ego maniac managers and rude people (if they can get hired by Amazon o??Show More
244|amazon|cons|"Sometimes, obsessing over customers can be a compulsive behavior that means the company is overlooking the wellbeing of the ""owners"" (Amazon-speak for employees). Lately, though, some public light has been shining on a few cases where employees weren't treated well, and that has resulted in some additional care and attention internally. I don't personally know anyone with a negative story like the ones in the press t??Show More"
245|amazon|pros|Love the summer over there, and the working environment
245|amazon|cons|rains a lot, a little bit cold in the winter
246|amazon|pros|Health Benefits are great, You cant find better.
246|amazon|cons|Unqualified managers, No people skills.
247|amazon|pros|Great benefits, some nice people, good opportunities to move up
247|amazon|cons|Long hours, some managers leave something to be desired, need a higher starting wage
248|amazon|pros|There are very skilled people who work at amazon.
248|amazon|cons|Some areas of the company are hard to work for, the Fulfillment Center is one of the worst for IT.
249|amazon|pros|You get to work on very cool things, with a lot of responsibility and ownership, in a fast paced and exciting environment. You are in the center of all things happening in technology today.
249|amazon|cons|Dont expect it to be a 40 hr a week job. Brutal demands, low work-life balance, very exhausting. Dont expect rapid promotion-even if you are a unicorn superstar. You got to pay a LOT of dues first.
250|amazon|pros|Best reason to work for amazon is definitely the benefits and insurance that they provide. It is amazing that I don't have to worry so horribly over dr bills anymore!!!
250|amazon|cons|Everyone comes to know EVERYONE!!!!
251|amazon|pros|I'm not going to lie, this is a very hard job, but that's what I love about it. I get to go super deep technically, I've worked with folks to invent cutting edge algorithms, we've routinely delivered against wildly audacious goals, and my team is brilliant. I can't imagine learning or growing more rapidly than I have here. I get to wear a lot of hats in this role: people manager, technical leader, business strategist??Show More
251|amazon|cons|"You get used to saying ""things area really crazy right now,"" and eventually realize that's just how things operate. Learning to say no and balance your own schedule is critical, because it's rare to have someone else do that for you and there's no shortage of great things to go contribute to."
252|amazon|pros|large complex systems, enterprise java, good salaries, flexible work hours
252|amazon|cons|very agile, short sprints, very small chunks of work at one time, very complex and poorly documented development environment.
253|amazon|pros|Room to move up, 3 day weekend.
253|amazon|cons|Cutthroat management tactics, hiring management from outside prior to posting positions internally.
254|amazon|pros|The no hassle benefits are great. They have plenty of shifts for everyone's preferences. It's fast paced and has a very friendly atmosphere.
254|amazon|cons|Not the best paying for industry standards. Mangers are always replaceable (and frequently are). Even if you do an awesome job, you're hamstringed by coworkers who don't care.
255|amazon|pros|They often hire from within and there seem to be a lot of opportunities to move up. They also have fantastic benefits
255|amazon|cons|Unfortunately, they have the power to change your department without say. They also choose what hours you work without your say. If you don't want to work the night shift, oh well.
256|amazon|pros|Great benefits, good coworkers, awesome company.
256|amazon|cons|Awesome job with lots of advancement.
257|amazon|pros|Laid back west coast culture
257|amazon|cons|None company stock is down
258|amazon|pros|Plenty of room for advancement at Amazon. They do like to promote from within.
258|amazon|cons|A lot of long hours year round for HR. Operations has it's peak season during the holidays, but HR's peak season is year round
259|amazon|pros|you get paid well, meet well people, and get to work as hard as you please ( for all the workaholics).
259|amazon|cons|by flexible i mean that you will have to adjust your like to your job, so you will have to be flexible. there schedules are set in stone as well as the over time.
260|amazon|pros|Good pay master
260|amazon|cons|Always in rush
261|amazon|pros|It was okay. Easy work
261|amazon|cons|Can get tiresome. Not enough people to do all the work
262|amazon|pros|Good pay, Benefits, and hours.
262|amazon|cons|Long shifts, must meet rate, breaks and lunches too short.
263|amazon|pros|Creativity encouraged due to lack of standard process.
263|amazon|cons|Mandatory seven day work schedule. Expect managers to be connected to their phone and internet. HR tolerates this behavior and has no backbone to prevent seven day work schedules as accepted norm.
264|amazon|pros|A good place to learn cloud computing and distributed systems.
264|amazon|cons|Terrible work-life-balance. No one likes on call.
265|amazon|pros|Decent high velocity place to work, not the most employee friendly company though.
265|amazon|cons|Much of the work at Amazon now is dedicated to management and bug fixing. Keep this in mind while considering an amazon position. Amazon HR tried to move me to seattle after I signed my offer for a particular team.
266|amazon|pros|Employees get a lot of autonomy to try new ideas/projects/etc. If you have a good manager and are working within a good group, it can be a great place to work.
266|amazon|cons|too many recruiters stepping over everyone's toes
267|amazon|pros|Decent, pick own hours. They do provide uniforms as well as badges and hats and you are allowed to keep any tips you have .
267|amazon|cons|No reimburse for gas or tolls, they can mess up your hours and you need to make sure that they tell you about your tips because sometimes they don't.
268|amazon|pros|Great work schedule, great coworkers,
268|amazon|cons|Mamagement looks down at employees
269|amazon|pros|It's a great opportunity for learning. You will get right in the thick of things, and will be given opportunity to do well.
269|amazon|cons|Being on a good team is very important. However, it seems moderately easy to switch teams of that option ever comes up.
270|amazon|pros|You learn a lot of new things and it's a fun place to work.
270|amazon|cons|Miscommunication of work schedule and overtime days.
271|amazon|pros|"If you find yourself in a tight-knit crew, stay there as long as you can. The biggest ""pros"" will be ones you carve out for yourself over a long period of time."
271|amazon|cons|Management is so fragmented that you'll ask four different people on your team the same question and you'll get four different answers, with no cohesion. Communication is lacking, to say the least. Absolutely no tutorial on how to execute any tasks, even ones brand new to you. Starting salary is arbitrary and there is essentially no way to manage a bump in pay unless you change jobs completely into a different area o??Show More
272|amazon|pros|"Insurance, flexibility for going to college if you've been employed for more than a year. If you can become favored among the management, you will receive the ""good"" jobs in the warehouse."
272|amazon|cons|Zero work life balance. Offers a tuition program but you are paid so lowly that you will never use it as most employees will qualify for a Pell Grant. Top out at $2 more than your starting salary after two years.
273|amazon|pros|Work with great, smart people, in a world leading environment. You will learn a lot and be challenged a lot, and you have a lot of control of your career. Some reviews state you are expected to work hard, often and smart. It is not a direct expectation, but that behavior correlates well with successful Amazonians- who would probably do that anyway.
273|amazon|cons|To some, the pros are cons.
274|amazon|pros|Great culture and people to work with. Had a good time, made great friends. Work is good, sometimes demanding but plenty of flexibility to choose your projects.
274|amazon|cons|Less perks compared to other companies. Quality of engineers went significantly down due to massive hiring and lowering the bar.
275|amazon|pros|it is a great place to work
275|amazon|cons|working for long hours sometimes
276|amazon|pros|Great people to work with. Great leaders also
276|amazon|cons|metrics to keep up with
277|amazon|pros|For the most part, you are in control of what you are doing. You don't get micromanaged a lot. At the end of the day you will be able to see if you won or lost based on how you ran the shift and what variables you had to deal with. There is not a lot of bureaucracy or red tape and things move very quickly. The day also goes by very fast. You walk out the door at the end of the day knowing exactly what you accomplishe??Show More
277|amazon|cons|The area manager job is seen by most in the FC as the most difficult job at the entire company. Work/Life balance is extremely challenging. During Peak, there is none. You will work over 60 hours per week at a minimum, sometimes up to 70. For 2 months straight the alarm clock was going off at 330am to make it in to work a 13 to 14 hour day, 5 days per week. It can get very mentally and physically exhausting. I usuall??Show More
278|amazon|pros|job was seasonal didn't get much opportunity as a permit job,Training as well but the demand was overwhelmed and they talk to you like you're a teenager,Place was clean and safe
278|amazon|cons|After the safely training l saw was a joke l thought l was back in high school,l understand about rules and safely standard but communication should be more involved than this is that and that is this ok now go to work Amazon should to better
279|amazon|pros|Ownership - I've worked at a number companies ranging from startups to companies bigger than Amazon. The level of ownership is unmatched.
279|amazon|cons|You have to be self-directed. Not everyone can do that, and those who don't struggle. We don't do a good job of helping people like that and they end up leaving.
280|amazon|pros|Autonomy, Customer Focused, Innovative Culture
280|amazon|cons|Work/Life due to extreme customer focus
281|amazon|pros|Good pay and fun people
281|amazon|cons|Long hours and stupid team leads
282|amazon|pros|Compared with many of my previous jobs which offered little to know benefits, Amazon offers a great and varied amount. Even within my short time of working with Amazon I am already seeking promotion opportunities.
282|amazon|cons|It's hard work, but still nothing to extreme.
283|amazon|pros|Has a good track record with inventory and shipping abilitys.
283|amazon|cons|Your only as good as the people you have working for you.
284|amazon|pros|paid the same as an area manager
284|amazon|cons|Treated like a glorified babysitter
285|amazon|pros|Great opportunities to work on far-reaching and impactful projects. Definitely worth working there. Lots to learn. Could be worth the challenge to your work/life balance.
285|amazon|cons|Work/life is/has been a challenge at Amazon. Some groups are better than others. Promotions can be hard to come by if you aren't willing or able to sacrifice some of your personal life in order to get it. Not for the faint at heart.
286|amazon|pros|At Amazon, you have the opportunity to work on problems that impact real customers in really big ways! We're at the forefront of multiple industries (devices, cloud computing, ecommerce, and drones to name a few). Every day, you'll be provided opportunities to make decisions that drive forward what customers care about. You'll also be surrounded by the smartest (and often funnest) people of your career. In 10+ years???Show More
286|amazon|cons|Amazon's a company that has been (an will be) in hyper growth mode. We believe in being flat and decentralized with employees expected to use high judgment (instead of complex policies). There are growing pains for any company/team growing like this. We hold our core values at the nucleus of business (which is great), but there are challenges in growing this quickly.
287|amazon|pros|Pay is very good with the shares and benefits.
287|amazon|cons|No work life balance, no structure or organization. Everyone wants to move up quickly so it creates a hostile work environment. The amount of hours you work isn't worth the money.
288|amazon|pros|Pay, Benefits, Casual Work Space
288|amazon|cons|"Back-Stabbing Work Culture, Lack of Respect and Value for Experienced Hires-Subject Experts Mostly Generalists, Rewards ""See What Sticks"" mentality"
289|amazon|pros|They offer good pay and benefits
289|amazon|cons|You have to work long hours
290|amazon|pros|Everything about the company is great, yes some people disagree with me but a job is a job you must be willing to work hard to make money. A lot of people complain about the long hours, well you knew that when you signed up. I personally didn't see any issue with the company. Pay was great, along with the benefits.
290|amazon|cons|None really, everything was great so no complaints from me.
291|amazon|pros|decent pay, but not much else to say. amazon can offer benefits, but they tend to contract a third party to avoid that for warehouse workers.
291|amazon|cons|terrible working environment in the warehouse. people were miserable and it showed. management frequently neglected the needs of its workers.
292|amazon|pros|solid amount of hours, can make good money, flexible for students/anyone in school
292|amazon|cons|exhausting work, doesn't pay enough for the long hours and quotas we have to meet, same work day in and day out gets very boring
293|amazon|pros|Pay is great if you overlook the complete lack of work/life balance; opportunity for advancement within the company - good luck promoting out of this building. Sr management will go behind your back to stop you from moving to another building
293|amazon|cons|Complete lack of accountability for some managers - drunk driving charges, inappropriate relationships with subordinates, leaving work to have drinks and then returning to work, sexist remarks in the workplace. The facility where I worked has a Senior Leadership team who have no idea how to lead. They try to motivate through fear, belittlement, and intimidation. They have no concept of how to develop or train.
294|amazon|pros|Great program with lots of visibility and cool projects
294|amazon|cons|A bit of a luck factor in terms of team/ business line and role allocation
295|amazon|pros|It is comfortable, easy to catch on and very friendly. They know that there is life outside of work and that things happen out of our hands, that may cause us to miss or be late even leave earlier. Great benifits and we're catching on to new ways of making all employes to feel comfortable and rewarded for there hard work.
295|amazon|cons|I don't think everyone realizes how much we really need each other's help from beginning to end. There's to many of the stowers that chill in isles and block isles and overfill bins. Also they don't shut them leave stolls in isles. We are having a lot of trash and items on the floor that people just walk on buy.
296|amazon|pros|Fast Paced, Friendly Management and a Nice Facility with top of the line break and computer room.
296|amazon|cons|Not a lot of hours
297|amazon|pros|Rapid growth potential, Hands-on leadership experience, clear culture and corporate values
297|amazon|cons|Crazy working hours (mostly during peak), high stress and pressure for daily performance, high turnover of associates and managers
298|amazon|pros|Benefits, internal transfers, long term growth.
298|amazon|cons|Pay is not top in industry like advertised. Lacking opportunities to move up unless you want managment
299|amazon|pros|They do have great benefits, health,vision,dental 401 k and stock options, love my schedule.
299|amazon|cons|They pay is very low. You feel like a robot. Tooany people breaks are short due to all the people and the metal detectors and badging through the doors.
300|amazon|pros|Competitive salaries; friendly people, good benefits, great space
300|amazon|cons|Corporate bureaucracy can sometimes be frustrating
301|amazon|pros|Good training place for an engineer
301|amazon|cons|Bad living place for an engineer
302|amazon|pros|Working with many different people and products. You get the opportunity to voice your opinions on subjects that matter to you and someone will actually follow up with you. Different shift patterns and different days so it makes it somewhat flexible.
302|amazon|cons|Pay is too little for all the work you have to do. Not enough vacation or paid time off considering you have to work 10 hour shifts so realistically you only will have 8 days off a year when you combine the two together. It's hard to plan out vacations
303|amazon|pros|Benefits (1st day of employment)
303|amazon|cons|Management sucks
304|amazon|pros|Amazing work culture and great career path
304|amazon|cons|Bad work life balance if you have a family
305|amazon|pros|We had personal time, we sometimes received cola cash where we can buy stuff from the store inside of amazon.
305|amazon|cons|Sometimes we are not recognized for our good work.
306|amazon|pros|Great pay and learn a lot.
306|amazon|cons|No work life balance. Hours do not make the pay worth it.
307|amazon|pros|A lot to learn for a college graduate, including but not limited to: coding, design, operation, continuous deployment, all kinds of best practices.
307|amazon|cons|Operational load can be very high for some teams. Competitive environment.
308|amazon|pros|all positive nothing bad to say
308|amazon|cons|none, cant think of negatives
309|amazon|pros|Smart people and challenging projects
309|amazon|cons|Not enough holidays & vacation days
310|amazon|pros|The work-from-home program allows so much flexibility! Great management and support teams to help you every time your working.
310|amazon|cons|Do not depend on getting full-time during off-peak season.
311|amazon|pros|It is a some what tight nit community, and they also seem to really care about you. They also care about making sure everyone is safe and comfortable. There was no tolerance for messing around with the machines.
311|amazon|cons|Not much opportunities to rise up in the company. Also the training process was difficult because of all the people they hired at the time. Seems to be run by a lot of young and inexperienced people.
312|amazon|pros|Intelligent coworkers, good company location, and good salaries.
312|amazon|cons|Not a big fan of on-call, and work life balance is not always very good.
313|amazon|pros|Much to learn, much to learn, much to learn. Colleagues and managers are very nice.
313|amazon|cons|To tired, we seldom have life because of the once mechanism but we can learn much things.
314|amazon|pros|good pay
314|amazon|cons|hr needs to get people who actually want to help
315|amazon|pros|They offer some good benefits and the pay is decent starting out,depending on your area. They provide paid maternity leave as well as continuing education benefits.
315|amazon|cons|The expectations of performance can be brutal. The retention rate is terrible. They expect you to do it one way to achieve quality but your speed will suffer for it. In the end it is all about the speed. Also expect to work 60hrs of over time during peak season. (Nov-Dec)
316|amazon|pros|You get to learn a lot in Amazon.
316|amazon|cons|None. I am learning everyday,. Nothing to complain about.
317|amazon|pros|Take Warehouse associate ideas
317|amazon|cons|Lack of respect from many Area Managers; won't get back to you when they say they will. What they promise you hardly falls through, etc.
318|amazon|pros|it was a good multinational working environment
318|amazon|cons|can be rigid in change management.
319|amazon|pros|Intellectually challenging and smart people to work with
319|amazon|cons|Sometimes the pace is too fast and demanding
320|amazon|pros|I was able to move up within 7 months and get into human resources. Getting into human resources has helped me get a better look at what a true career is.
320|amazon|cons|Some associates complain about external hiring. Many associates spend most of their time training others some of which are new management/leadership.
321|amazon|pros|I'm a recruiter for the eCommerce Platform group, and love it here. As a tech recruiter, I'm hiring software engineers and managers, PMs, support engineers and data engineers.
321|amazon|cons|I live on the eastside of Seattle, and driving in can be crazy at times. My commute coming in from Bothell can be as bad as 45 minutes - 1 hour 15 minutes, if I drive in at peak 8-830am times. I have to drive in peak times to drop the kids off, so my manager is flexible on my start time - it can still be tiring though. I'd suggest taking a bus if it matches your schedule. If you can drive in at 7am, commutes are MUCH??Show More
322|amazon|pros|good compensation and smart people
322|amazon|cons|very competitive and you will see a lot of jerks in management.
323|amazon|pros|it is a good company and comfortable
323|amazon|cons|very busy and no time to stay with family
324|amazon|pros|Great people, great management, great benefits! Many opportunities for advancement.
324|amazon|cons|Hard work but it has been described as paid exercise.
325|amazon|pros|Great benefits! Healthcare,dental,vision, 401k,monthly peformance/attendance bonuses,. Opportunities for advancement and overtime! Lots of extra perks!
325|amazon|cons|Physically demanding.Daily Rates/goals. Timeoff takes a while to accrue your first year. Long hours on your feet...shifts are ten hours plus.Management/staff have high turnover.
326|amazon|pros|Great communication with co-workers and supervisors
326|amazon|cons|The holidays will bring in some very annoyed customers
327|amazon|pros|Work is easy, Meeting new people
327|amazon|cons|Lack of communication don't say we'll get off one time then keep the belt rollin past the time and expect people to stay
328|amazon|pros|Very good pay. There was a lot of physical labor and strict working conditions, but well worth the time.
328|amazon|cons|Long, grueling hours in the summer (especially with no air conditioning), but nothing really to complain about as far as the management or how employees are treated.
329|amazon|pros|The hours and the pay has been worth it.
329|amazon|cons|Downside are lazy people like most jobs and favoritism.
330|amazon|pros|Great Pay
330|amazon|cons|Unorganized
331|amazon|pros|Good location, work atmosphere, nice colleagues and team! I learned a lot here. Good work and life balance.
331|amazon|cons|You have to consider your career path and progress yourself.
332|amazon|pros|Great company, awesome product and culture!
332|amazon|cons|Not that I can think of
333|amazon|pros|Great benefits and pay, however you are paid on a monthly basis if you can manage that schedule.
333|amazon|cons|Horrible work life balance, demand and expectation is that you work well into the evenings and you have very little time away. A vacation day has never been a true day off.
